src_ip,dst_ip,src_port,dst_port,protocol,fwd_packets,bwd_packets,fwd_bytes,bwd_bytes,avg_pkt_size,pkt_size_entropy,duration,pkt_rate,byte_rate,syn_count,fin_count,rst_count,ack_count
173.194.196.16,131.202.240.87,465,10806,TCP,0,20,0,2036,101.8,2.4609640474436816,2.372445,8.430121667730969527217701569,858.1863857750126978707620198,1,1,2,18
131.202.242.163,224.0.0.251,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0,0,0,0,0,0
131.202.243.149,239.255.255.250,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0,0,0,0,0,0
131.202.243.26,131.202.243.255,0,0,OTHER,0,10,0,1082,108.2,0.4689955935892812,128.100925,0.07806344880023309745811749603,8.446465160185221144968313070,0,0,0,0
131.202.240.87,74.125.69.16,10745,993,TCP,78,0,7283,0,93.37179487179488,3.038475762712625,44.824313,1.740127060062247914429831864,162.4787869029916866768264803,0,1,0,78
74.125.69.16,131.202.240.87,993,10745,TCP,0,117,0,10309,88.11111111111111,3.1657924154818287,44.777483,2.612920426992289852468929529,230.2273220672095392230956796,0,1,0,117
131.202.240.87,173.194.196.16,10808,465,TCP,14,0,3027,0,216.21428571428572,3.3248629576173565,2.278022,6.145682526332054738716307393,1328.784357657652121006733034,1,1,0,13
173.194.196.16,131.202.240.87,465,10808,TCP,0,19,0,1970,103.6842105263158,2.5358577759182794,2.276375,8.346603701059799022568777113,865.4110153204107407610784691,1,1,2,17
131.202.240.87,173.194.196.16,10810,465,TCP,15,0,3081,0,205.4,3.456564762130954,2.381228,6.299270796412607276581662907,1293.870221583149534609873561,1,1,0,14
173.194.196.16,131.202.240.87,465,10810,TCP,0,20,0,2036,101.8,2.4609640474436816,2.380903,8.400174219613314780148540281,855.1377355566354446191214006,1,1,2,18
131.202.240.73,131.202.243.255,0,0,OTHER,1,0,243,0,243.0,-0.0,0.0,0,0,0,0,0,0
131.202.240.90,224.0.0.251,0,0,OTHER,1,0,289,0,289.0,-0.0,0.0,0,0,0,0,0,0
131.202.240.87,173.194.196.16,10812,465,TCP,14,0,3027,0,216.21428571428572,3.3248629576173565,2.287175,6.121088242045317914020571229,1323.466722047941237552876365,1,1,0,13
173.194.196.16,131.202.240.87,465,10812,TCP,0,19,0,1982,104.3157894736842,2.5358577759182794,2.286959,8.307975787934982656007387977,866.6530532466913486424548932,1,1,2,17
131.202.243.48,224.0.0.252,0,0,OTHER,28,0,1792,0,64.0,-0.0,131.154446,0.2134887596566875056603113554,13.66328061802800036225992674,0,0,0,0
131.202.241.231,131.202.243.255,0,0,OTHER,3,0,276,0,92.0,-0.0,1.493081,2.009268083915072256629077726,184.8526637201866476098751508,0,0,0,0
131.202.241.231,224.0.0.252,0,0,OTHER,4,0,256,0,64.0,-0.0,0.414851,9.642016049135713786395597455,617.0890271446856823293182372,0,0,0,0
131.202.243.27,255.255.255.255,0,0,OTHER,1,0,342,0,342.0,-0.0,0.0,0,0,0,0,0,0
131.202.243.27,224.0.0.252,0,0,OTHER,4,0,278,0,69.5,1.0,18.739672,0.2134509077853657203818722121,14.83483809108291756654011874,0,0,0,0
131.202.240.87,65.52.108.161,10814,443,TCP,11,0,4583,0,416.6363636363636,2.40400975732486,60.324735,0.1823464288736618569480661622,75.97215304799929912663520196,1,1,0,10
65.52.108.161,131.202.240.87,443,10814,TCP,0,9,0,4903,544.7777777777778,2.4193819456463714,60.288156,0.1492830532086600890562982222,81.32608998689560184922557592,1,1,0,9
131.202.240.87,173.194.196.16,10816,993,TCP,17,0,1828,0,107.52941176470588,3.6168746059562213,3.172385,5.358744288603054169024251470,576.2226211509637071162548051,1,0,0,16
173.194.196.16,131.202.240.87,993,10816,TCP,0,25,0,6469,258.76,3.4226831892554923,3.100080,8.064308017857603674743877577,2086.720342700833526876725762,1,0,0,25
131.202.242.70,239.255.255.250,0,0,OTHER,1,0,60,0,60.0,-0.0,0.0,0,0,0,0,0,0
131.202.243.26,255.255.255.255,0,0,OTHER,1,0,342,0,342.0,-0.0,0.0,0,0,0,0,0,0
131.202.243.26,224.0.0.252,0,0,OTHER,2,0,128,0,64.0,-0.0,0.098977,20.20671469129191630378774867,1293.229740242682643442415915,0,0,0,0
131.202.240.87,131.202.6.26,10817,13000,TCP,17,0,9253,0,544.2941176470588,2.7045348998193433,0.098684,172.2670341696728953021766446,93763.93336305784119006120546,1,1,0,16
131.202.6.26,131.202.240.87,13000,10817,TCP,0,13,0,6566,505.0769230769231,2.7192945256669794,0.098247,132.3195619204657648579600395,66831.55719767524708133581687,1,1,0,13
131.202.242.64,131.202.243.255,0,0,OTHER,3,0,276,0,92.0,-0.0,1.489681,2.013853972763296303034005267,185.2745654942232598791284846,0,0,0,0
131.202.242.64,224.0.0.252,0,0,OTHER,4,0,256,0,64.0,-0.0,0.411460,9.721479609196519710299907646,622.1746949885772614591940893,0,0,0,0
131.202.243.154,131.202.243.255,0,0,OTHER,3,0,276,0,92.0,-0.0,1.493105,2.009235787168350517880524143,184.8496924194882476450082211,0,0,0,0
131.202.243.154,224.0.0.252,0,0,OTHER,4,0,256,0,64.0,-0.0,0.414693,9.645689702985099820831313767,617.3241409910463885332040811,0,0,0,0
173.242.120.210,131.202.240.87,0,0,OTHER,0,1,0,81,81.0,-0.0,0.0,0,0,0,0,0,0
131.202.240.75,224.0.0.251,0,0,OTHER,2,0,174,0,87.0,-0.0,1.000848,1.998305436989432960849199879,173.8525730180806675938803894,0,0,0,0
131.202.240.87,178.237.19.228,42534,443,TCP,21,0,1260,0,60.0,-0.0,629.999483,0.03333336068785313590487502035,2.000001641271188154292501221,0,0,0,21
131.202.240.87,178.237.17.103,42530,443,TCP,22,0,1314,0,59.72727272727273,0.26676498780302604,629.999846,0.03492064345679221007301643055,2.085714795555680183451981352,0,0,0,22
178.237.17.103,131.202.240.87,443,42530,TCP,0,22,0,1529,69.5,0.26676498780302604,629.997765,0.03492075880618401876393958318,2.426992737029789304093801031,0,0,0,22
178.237.19.228,131.202.240.87,443,42534,TCP,0,21,0,1260,60.0,-0.0,629.999574,0.03333335587303111414484861223,2.000001352381866848690916734,0,0,0,21
205.188.12.91,131.202.240.87,443,42522,TCP,0,151,0,27324,180.95364238410596,2.3259982807824917,624.598483,0.2417553101870085713928959382,43.74650394403855764728138157,0,0,0,151
131.202.240.87,205.188.12.91,42522,443,TCP,148,0,14810,0,100.06756756756756,1.899365230039559,624.607578,0.2369487742590276418324210597,23.71088747821756334823078307,0,0,0,148
131.202.240.87,131.202.243.255,0,0,OTHER,30,0,2760,0,92.0,-0.0,544.605545,0.05508574100177404546991896676,5.067888172163212183232544942,0,0,0,0
131.202.240.87,224.0.0.252,0,0,OTHER,40,0,2560,0,64.0,-0.0,543.513956,0.07359516634012614020163265136,4.710090645768072972904489687,0,0,0,0
218.50.2.105,131.202.240.87,8888,22,TCP,0,1,0,60,60.0,-0.0,0.0,0,0,1,0,0,0
131.202.240.87,131.202.6.26,64716,13111,TCP,5,0,284,0,56.8,1.3709505944546687,0.001852,2699.784017278617710583153348,153347.7321814254859611231102,1,1,0,4
131.202.6.26,131.202.240.87,13111,64716,TCP,0,4,0,246,61.5,0.8112781244591328,0.001177,3398.470688190314358538657604,209005.9473237043330501274427,1,1,0,4
131.202.240.87,131.202.244.3,0,0,OTHER,3,0,223,0,74.33333333333333,0.9182958340544896,138.970081,0.02158738038009778522040294414,1.604661941587268701383285515,0,0,0,0
131.202.244.3,131.202.240.87,0,0,OTHER,0,3,0,769,256.3333333333333,0.9182958340544896,138.888469,0.02160006530131741894282094794,5.536816738904365055676436321,0,0,0,0
131.202.240.87,199.167.128.130,0,0,OTHER,1,0,90,0,90.0,-0.0,0.0,0,0,0,0,0,0
199.167.128.130,131.202.240.87,0,0,OTHER,0,1,0,90,90.0,-0.0,0.0,0,0,0,0,0,0
131.202.240.87,64.12.27.65,64714,443,TCP,5,0,334,0,66.8,1.3709505944546687,417.095040,0.01198767551874987532817460500,0.8007767246524916719220636141,0,0,0,5
131.202.240.87,64.12.104.73,42524,443,TCP,3,0,384,0,128.0,-0.0,299.998989,0.01000003370011356938272881980,1.280004313614536880989288934,0,0,0,3
64.12.104.73,131.202.240.87,443,42524,TCP,0,3,0,180,60.0,-0.0,299.998913,0.01000003623346461925347042841,0.6000021740078771552082257045,0,0,0,3
64.12.27.65,131.202.240.87,443,64714,TCP,0,5,0,431,86.2,0.7219280948873623,417.017497,0.01198990458666534080703093376,1.033529775370552377566066490,0,0,0,5
131.202.240.87,77.72.169.130,0,0,OTHER,4,0,420,0,105.0,1.0,300.136585,0.01332726565140334358105660461,1.399362893397351076010943484,0,0,0,0
77.72.169.130,131.202.240.87,0,0,OTHER,0,4,0,338,84.5,1.0,299.998412,0.01333340391148470479237070095,1.126672630520457554955324230,0,0,0,0
59.41.39.125,131.202.240.87,63081,22,TCP,0,1,0,60,60.0,-0.0,0.0,0,0,1,0,0,0
59.41.39.125,131.202.240.87,63082,22,TCP,0,1,0,60,60.0,-0.0,0.0,0,0,1,0,0,0
131.202.240.87,131.202.6.26,64717,13000,TCP,17,0,9255,0,544.4117647058823,2.7045348998193433,0.449943,37.78256356916320511709260951,20569.27210780032137404071182,1,1,0,16
131.202.6.26,131.202.240.87,13000,64717,TCP,0,13,0,6566,505.0769230769231,2.7192945256669794,0.449558,28.91729209579186667793699589,14605.45691545918435441033193,1,1,0,13
131.202.240.87,131.202.6.26,64719,13000,TCP,126,0,26467,0,210.05555555555554,2.492420693057123,4.786959,26.32151225861763177833777143,5528.979880546292541883061877,1,1,0,125
131.202.6.26,131.202.240.87,13000,64719,TCP,0,484,0,606463,1253.0227272727273,1.2903553985002525,4.786312,101.1216987108236989147385294,126707.7867050873407333245305,1,1,0,484
131.202.240.87,131.202.6.26,64720,13000,TCP,16,0,7171,0,448.1875,2.73345859334435,0.315642,50.69033905500535416706268494,22718.77633521521217075040711,1,1,0,15
131.202.6.26,131.202.240.87,13000,64720,TCP,0,14,0,6505,464.64285714285717,2.6384600665861555,0.314963,44.44966551626699009089956598,20653.21958452262646723583405,1,1,0,14
131.202.240.87,131.202.6.26,64721,13000,TCP,16,0,6801,0,425.0625,2.73345859334435,0.136024,117.6263012409574780921013939,49998.52967123448803152384873,1,1,0,15
131.202.6.26,131.202.240.87,13000,64721,TCP,0,13,0,6447,495.9230769230769,2.7192945256669794,0.135409,96.00543538464946938534366253,47611.31091729500993287004557,1,1,0,13
131.202.240.87,131.202.6.26,64722,13000,TCP,14,0,6400,0,457.14285714285717,2.8352377453121176,0.096142,145.6179401302240436021717876,66568.20120238813421813567432,1,1,0,13
131.202.6.26,131.202.240.87,13000,64722,TCP,0,13,0,6447,495.9230769230769,2.7192945256669794,0.095331,136.3669740168465661746965835,67627.52934512383170217452875,1,1,0,13
131.202.240.150,131.202.243.255,0,0,OTHER,8,0,1723,0,215.375,0.5435644431995964,267.887069,0.02986333020799895346945619088,6.431814743547774603484127112,0,0,0,0
131.202.240.150,131.202.244.3,0,0,OTHER,14,0,1657,0,118.35714285714286,2.4956029237290127,284.019200,0.04929244220109063049258641669,5.834112623371941051872549461,0,0,0,0
131.202.240.150,131.202.244.5,0,0,OTHER,59,0,4639,0,78.62711864406779,1.8258639394550396,284.018722,0.2077327846014320140487076764,16.33343030111937479952465950,0,0,0,0
131.202.240.150,131.202.6.3,0,0,OTHER,16,0,2290,0,143.125,2.75,284.019875,0.05633408577480713277547918081,8.062816026519270878490457754,0,0,0,0
131.202.240.150,173.252.100.27,56404,443,TCP,394,0,245982,0,624.3197969543147,3.397040012121393,285.187138,1.381548981356936230413027954,862.5283795232027609884706652,0,0,0,394
131.202.244.5,131.202.240.150,0,0,OTHER,0,58,0,11237,193.74137931034483,1.7934925984023222,284.018650,0.2042119417157992969827861656,39.56430325966270172750979557,0,0,0,0
131.202.244.3,131.202.240.150,0,0,OTHER,0,10,0,1816,181.6,1.6854752972273344,284.018740,0.03520894431120988706590276402,6.393944286915715491167941946,0,0,0,0
131.202.6.3,131.202.240.150,0,0,OTHER,0,8,0,1442,180.25,1.75,284.018686,0.02816716080434228894362253334,5.077130734982697582087961635,0,0,0,0
173.252.100.27,131.202.240.150,443,56404,TCP,0,352,0,173935,494.13352272727275,4.142440613298739,285.008873,1.235049268097698839011233170,610.2792455868558169415307993,0,0,0,352
131.202.240.150,209.148.205.26,44700,443,TCP,18,0,2555,0,141.94444444444446,2.2810361125534233,181.262253,0.09930363162814709138587171815,14.09559882277310102727234666,0,1,2,16
209.148.205.26,131.202.240.150,443,44700,TCP,0,14,0,19064,1361.7142857142858,2.8423709931771084,181.244486,0.07724372922440244609703602238,105.1838895667148737424210522,0,1,2,12
131.202.240.150,209.148.205.26,44701,443,TCP,51,0,5621,0,110.2156862745098,1.2444328426102613,180.143011,0.2831084021350126095094524650,31.20298683139031133436533932,0,1,2,49
209.148.205.26,131.202.240.150,443,44701,TCP,0,50,0,134513,2690.26,3.9982426910248465,180.125707,0.2775839208781009808888633536,746.7729189815199448460735258,0,1,2,48
131.202.240.150,24.156.140.40,41069,443,TCP,14,0,1970,0,140.71428571428572,1.9852281360342514,180.666826,0.07749070656723664365476814210,10.90404942410401342856380285,0,1,2,12
24.156.140.40,131.202.240.150,443,41069,TCP,0,9,0,3588,398.6666666666667,2.0588138903312014,180.651628,0.04981964513488912482980778895,19.86143186044246443215003853,0,1,2,7
131.202.240.150,173.252.100.27,56637,443,TCP,15,0,1473,0,98.2,2.555913095175825,4.407991,3.402910759119063537107947816,334.1658365454920393440004755,1,1,3,11
173.252.100.27,131.202.240.150,443,56637,TCP,0,12,0,4444,370.3333333333333,3.084962500721156,4.281540,2.802729858882551605263526675,1037.944291072838277815926045,1,1,2,10
131.202.240.150,209.148.205.35,50597,443,TCP,11,0,755,0,68.63636363636364,1.0957952550009336,65.086363,0.1690062171702542358988471978,11.59997217850381346396633040,0,1,2,9
209.148.205.35,131.202.240.150,443,50597,TCP,0,9,0,647,71.88888888888889,0.5032583347756457,65.064896,0.1383234363426939159327942367,9.943918145969218178724207905,0,1,0,9
131.202.240.150,209.148.205.35,50598,443,TCP,11,0,755,0,68.63636363636364,1.0957952550009336,65.054375,0.1690893195115624429563730341,11.60567602102087676655105825,0,1,2,9
209.148.205.35,131.202.240.150,443,50598,TCP,0,9,0,647,71.88888888888889,0.5032583347756457,65.033192,0.1383908696962006724197083852,9.948765854826870561727925026,0,1,0,9
131.202.240.150,173.252.79.93,41246,3478,TCP,16,0,2444,0,152.75,1.7743974703476992,279.159217,0.05731496230697623714856600991,8.754860492390620224443458014,1,1,0,15
131.202.240.150,173.252.79.93,57494,443,TCP,16,0,2444,0,152.75,1.7743974703476992,279.159210,0.05731496374416591879594443615,8.754860711921344096080512622,1,1,0,15
131.202.240.150,173.252.79.93,58424,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.159520,0.02865745004863169273252798257,2.622156679449799885026310405,1,1,0,7
131.202.240.150,173.252.79.93,54889,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.159151,0.02865748792881233544086828090,2.622160145486328692839447703,1,1,0,7
131.202.240.150,173.252.79.93,50632,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.158970,0.02865750650964215837305890619,2.622161845632257491134889916,1,1,0,7
131.202.240.150,173.252.79.93,47024,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.158981,0.02865750538041976876251744163,2.622161742308408841770345909,1,1,0,7
131.202.240.150,173.252.79.93,46828,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.158960,0.02865750753620804433431045882,2.622161939563036056589406982,1,1,0,7
131.202.240.150,173.252.79.93,47803,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.158847,0.02865751913640766685069450799,2.622163000981301516838547481,1,1,0,7
131.202.240.150,173.252.79.93,34298,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.158751,0.02865752899145189254697589616,2.622163902717848168048294499,1,1,0,7
131.202.240.150,173.252.79.93,32932,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.158688,0.02865753545882834927208140482,2.622164494482793958395448541,1,1,0,7
131.202.240.150,173.252.79.93,49022,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.158730,0.02865753114724372044535379567,2.622164099972800420749872304,1,1,0,7
131.202.240.150,173.252.79.93,53312,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.158692,0.02865753504820118586886056910,2.622164456910408507000742073,1,1,0,7
131.202.240.150,173.252.79.93,42029,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.158582,0.02865754634045246726464601400,2.622165490151400754715110281,1,1,0,7
131.202.240.150,173.252.79.93,41719,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.158578,0.02865754675107995427602443225,2.622165527723815816256235551,1,1,0,7
131.202.240.150,173.252.79.93,36512,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.158573,0.02865754726436432958840207282,2.622165574689336157338789663,1,1,0,7
131.202.240.150,173.252.79.93,60959,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.158564,0.02865754818827625148551774324,2.622165659227277010924873507,1,1,0,7
131.202.240.150,173.252.79.93,34403,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.158388,0.02865756625589914210279792846,2.622167312414771502406010455,1,1,0,7
131.202.240.150,173.252.79.93,55876,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.158375,0.02865756759044037278122141240,2.622167434525294109481759234,1,1,0,7
131.202.240.150,173.252.79.93,35889,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.158342,0.02865757097812251657519874509,2.622167744498210266630685176,1,1,0,7
131.202.240.150,173.252.79.93,43648,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.158300,0.02865757528971913068678237402,2.622168139009300457840587222,1,1,0,7
131.202.240.150,173.252.79.93,44742,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.158194,0.02865758617137349727946728298,2.622169134680675001071256393,1,1,0,7
131.202.240.150,173.252.79.93,43656,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.158179,0.02865758771123091471376878411,2.622169275577628696309843746,1,1,0,7
131.202.240.150,173.252.79.93,38545,3478,TCP,8,0,732,0,91.5,1.5487949406953985,279.158131,0.02865759263877576254441967159,2.622169726447982272814399950,1,1,0,7
131.202.240.150,173.252.79.93,42197,443,TCP,8,0,732,0,91.5,1.5487949406953985,279.158155,0.02865759017500312681175300073,2.622169501012786103275399567,1,1,0,7
131.202.240.150,173.252.79.93,0,0,OTHER,100,0,17800,0,178.0,1.0350402793845221,12.577653,7.950608909309232811558722442,1415.208385857043440457452595,0,0,0,0
173.252.79.93,131.202.240.150,3478,41246,TCP,0,13,0,1090,83.84615384615384,1.5058762556041068,279.080036,0.04658161933159561438497162871,3.905689620879939975355313484,1,1,0,13
173.252.79.93,131.202.240.150,443,57494,TCP,0,13,0,1090,83.84615384615384,1.5058762556041068,279.079677,0.04658167925283932444855165860,3.905694645045758742224715990,1,1,0,13
173.252.79.93,131.202.240.150,3478,58424,TCP,0,5,0,518,103.6,1.9219280948873623,279.080001,0.01791600968211262117631997572,1.856098603066867553866749484,1,1,0,5
173.252.79.93,131.202.240.150,443,54889,TCP,0,5,0,518,103.6,1.9219280948873623,279.079556,0.01791603824968103360462562869,1.856101562666955081439215132,1,1,0,5
173.252.79.93,131.202.240.150,3478,50632,TCP,0,5,0,518,103.6,1.9219280948873623,279.079504,0.01791604158791969187389698098,1.856101908508480078135727230,1,1,0,5
173.252.79.93,131.202.240.150,443,47024,TCP,0,5,0,518,103.6,1.9219280948873623,279.079166,0.01791606328650129332835973861,1.856104156481533988818068920,1,1,0,5
173.252.79.93,131.202.240.150,3478,46828,TCP,0,5,0,518,103.6,1.9219280948873623,279.079147,0.01791606450624560637631589149,1.856104282847044820586326359,1,1,0,5
173.252.79.93,131.202.240.150,443,47803,TCP,0,5,0,518,103.6,1.9219280948873623,279.078818,0.01791608562710767966632279487,1.856106470968355613431041549,1,1,0,5
173.252.79.93,131.202.240.150,3478,34298,TCP,0,5,0,518,103.6,1.9219280948873623,279.078547,0.01791610302457250503027737205,1.856108273345711521136735745,1,1,0,5
173.252.79.93,131.202.240.150,443,32932,TCP,0,5,0,518,103.6,1.9219280948873623,279.078307,0.01791611843194963913837989565,1.856109869549982614736157189,1,1,0,5
173.252.79.93,131.202.240.150,3478,49022,TCP,0,5,0,518,103.6,1.9219280948873623,279.078379,0.01791611380973371641950091734,1.856109390688413021060295036,1,1,0,5
173.252.79.93,131.202.240.150,443,53312,TCP,0,5,0,518,103.6,1.9219280948873623,279.078340,0.01791611631343371183876183297,1.856109650071732546495725895,1,1,0,5
173.252.79.93,131.202.240.150,3478,42029,TCP,0,5,0,518,103.6,1.9219280948873623,279.078274,0.01791612055046606745174294721,1.856110089028284588000569331,1,1,0,5
173.252.79.93,131.202.240.150,443,41719,TCP,0,5,0,518,103.6,1.9219280948873623,279.077876,0.01791614610109760187511245069,1.856112736073711554261649892,1,1,0,5
173.252.79.93,131.202.240.150,3478,36512,TCP,0,5,0,518,103.6,1.9219280948873623,279.077730,0.01791615547396060588567923352,1.856113707102318769756368593,1,1,0,5
173.252.79.93,131.202.240.150,443,60959,TCP,0,5,0,518,103.6,1.9219280948873623,279.077517,0.01791616914808655116420575005,1.856115123741766700611715705,1,1,0,5
173.252.79.93,131.202.240.150,3478,34403,TCP,0,5,0,518,103.6,1.9219280948873623,279.077412,0.01791617588886054310980925966,1.856115822085952266176239301,1,1,0,5
173.252.79.93,131.202.240.150,443,55876,TCP,0,5,0,518,103.6,1.9219280948873623,279.077228,0.01791618770127672330183815643,1.856117045852268534070433006,1,1,0,5
173.252.79.93,131.202.240.150,3478,35889,TCP,0,5,0,518,103.6,1.9219280948873623,279.077144,0.01791619309390667979603517800,1.856117604528732026869244441,1,1,0,5
173.252.79.93,131.202.240.150,443,43648,TCP,0,5,0,518,103.6,1.9219280948873623,279.077108,0.01791619540503479776635781965,1.856117843961605048594670115,1,1,0,5
173.252.79.93,131.202.240.150,3478,44742,TCP,0,5,0,518,103.6,1.9219280948873623,279.077160,0.01791619206673881875535783724,1.856117498114141623055071938,1,1,0,5
173.252.79.93,131.202.240.150,443,43656,TCP,0,5,0,518,103.6,1.9219280948873623,279.077009,0.01791620176064019662759106036,1.856118502402324370618433853,1,1,0,5
173.252.79.93,131.202.240.150,3478,38545,TCP,0,5,0,518,103.6,1.9219280948873623,279.076609,0.01791622743989984484869529141,1.856121162773623926324832190,1,1,0,5
173.252.79.93,131.202.240.150,443,42197,TCP,0,5,0,518,103.6,1.9219280948873623,279.076637,0.01791622564234927340048174652,1.856120976547384724289908940,1,1,0,5
173.252.79.93,131.202.240.150,0,0,OTHER,0,30,0,3684,122.8,1.5219280948873621,0.698538,42.94684040095170198328508972,5273.872001236869003547409017,0,0,0,0
131.202.240.150,131.202.240.87,0,0,OTHER,77261,0,71066654,0,919.8257076662222,7.500914870359783,278.962624,276.9582494320099311942233523,254753.3177777966413163650196,0,0,0,0
131.202.240.150,173.252.79.80,0,0,OTHER,49,0,7154,0,146.0,-0.0,12.431706,3.941534653409596398113018438,575.4640593978010741245006920,0,0,0,0
131.202.240.87,131.202.240.150,0,0,OTHER,0,77751,0,72562661,933.2698100345976,7.460323936256392,278.927189,278.7501651551079159945214233,260149.1136814202791826077593,0,0,0,0
131.202.240.150,69.171.255.36,0,0,OTHER,12,0,840,0,70.0,-0.0,0.220119,54.51596636364875362871901108,3816.117645455412754010330776,0,0,0,0
69.171.255.36,131.202.240.150,0,0,OTHER,0,12,0,888,74.0,-0.0,0.220240,54.48601525608427170359607701,4031.965128950236106066109699,0,0,0,0
131.202.240.150,173.252.100.27,56638,443,TCP,15,0,1471,0,98.06666666666666,2.555913095175825,4.419742,3.393863261701701140021295361,332.8248571975468251314216984,1,1,3,11
173.252.100.27,131.202.240.150,443,56638,TCP,0,14,0,4577,326.92857142857144,2.950212064914747,4.286049,3.266411559923836615027033055,1067.883264983671441927052164,1,1,2,12
131.202.240.150,173.252.100.27,56432,443,TCP,19,0,1978,0,104.10526315789474,1.9990298316961874,182.288756,0.1042302356816785781345723814,10.85091611465053829211495634,0,1,3,16
173.252.100.27,131.202.240.150,443,56432,TCP,0,14,0,1806,129.0,2.9852281360342516,182.151231,0.07685921156360453034764283311,9.914838291704984414845925472,0,1,2,12
131.202.240.150,173.194.123.98,38626,443,TCP,7,0,462,0,66.0,-0.0,194.934854,0.03590943259433738822304193995,2.370022551226267622720768037,0,1,0,7
173.194.123.98,131.202.240.150,443,38626,TCP,0,8,0,591,73.875,0.5435644431995964,194.934835,0.04103935553642836592033435173,3.031782390253645532364700234,0,1,0,8
131.202.240.150,64.233.171.188,37692,5228,TCP,8,0,561,0,70.125,0.5435644431995964,238.176007,0.03358860575742207316457362559,2.355400978739222880665725494,0,0,0,8
64.233.171.188,131.202.240.150,5228,37692,TCP,0,7,0,495,70.71428571428571,0.5916727785823275,238.176030,0.02939002719963045819514247508,2.078294780545296686656503595,0,0,0,7
131.202.240.150,173.194.123.120,50854,443,TCP,3,0,198,0,66.0,-0.0,59.714939,0.05023868482893367771840142046,3.315753198709622729414493750,0,1,0,3
173.194.123.120,131.202.240.150,443,50854,TCP,0,5,0,393,78.6,0.7219280948873623,59.714931,0.08373115259900409162324913345,6.581268594281721601587381889,0,1,0,5
131.202.240.150,209.148.205.32,51195,443,TCP,7,0,629,0,89.85714285714286,1.9502120649147467,5.312896,1.317548847182402968174042933,118.3911749825330667116390007,0,1,2,5
209.148.205.32,131.202.240.150,443,51195,TCP,0,5,0,440,88.0,1.9219280948873623,5.294766,0.9443287956446045018797809006,83.10093401672519616542071925,0,1,2,3
131.202.240.150,199.16.157.105,35070,443,TCP,7,0,561,0,80.14285714285714,1.9502120649147467,5.364050,1.304984107157837827760740485,104.5851548736495744819679160,0,1,2,5
199.16.157.105,131.202.240.150,443,35070,TCP,0,3,0,275,91.66666666666667,1.584962500721156,5.292361,0.5668547553728855609056147152,51.96168590918117641634801556,0,1,0,3
131.202.240.150,199.16.156.21,51454,443,TCP,7,0,501,0,71.57142857142857,1.3787834934861753,5.367162,1.304227448323713724310911428,93.34542165859722512568094647,0,1,2,5
199.16.156.21,131.202.240.150,443,51454,TCP,0,7,0,485,69.28571428571429,1.1488348542809166,5.296605,1.321601289882858925670311454,91.56808937045522556430015076,0,1,0,7
131.202.240.150,199.16.156.21,51530,443,TCP,7,0,501,0,71.57142857142857,1.3787834934861753,5.363819,1.305040308034256935217239806,93.40359918930896064911959184,0,1,2,5
199.16.156.21,131.202.240.150,443,51530,TCP,0,7,0,485,69.28571428571429,1.1488348542809166,5.292027,1.322744574054516350729125154,91.64730263092006144337509994,0,1,0,7
131.202.240.150,224.0.0.22,0,0,OTHER,8,0,432,0,54.0,-0.0,126.271963,0.06335531506705094938612778198,3.421187013620751266850900227,0,0,0,0
131.202.240.150,239.255.255.250,0,0,OTHER,6,0,816,0,136.0,-0.0,121.999070,0.04918070277093095873599692194,6.688575576846610388095581384,0,0,0,0
59.37.97.145,131.202.240.150,0,0,OTHER,0,10,0,1060,106.0,-0.0,47.436398,0.2108085862674480469617444394,22.34571014434949297794491057,0,0,0,0
131.202.240.150,59.37.97.145,0,0,OTHER,10,0,1060,0,106.0,-0.0,47.436374,0.2108086929241261146983957922,22.34572144995736815802995398,0,0,0,0
131.202.240.88,131.202.240.150,0,0,OTHER,0,1,0,104,104.0,-0.0,0.0,0,0,0,0,0,0
131.202.240.150,209.148.205.26,44932,443,TCP,29,0,3336,0,115.03448275862068,1.201362892047872,0.196266,147.7586540715151885706133513,16997.34034422671272660572896,1,0,0,28
